impression_id,user_id,baseline_top_news_id,baseline_top_title,baseline_top_category,baseline_top_click_label,baseline_top_baseline_score,baseline_top_informative_score,baseline_top_article_score,baseline_top_rank_under_informative,informative_top_news_id,informative_top_title,informative_top_category,informative_top_click_label,informative_top_baseline_score,informative_top_informative_score,informative_top_article_score,informative_top_rank_under_baseline,article_score_gain_informative_top_minus_baseline_top,rank_flip_strength,informative_picked_more_informative_article
72768,U71294,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.034133169800043106,0.019885819405317307,0.5555,2,N1952,Maze of tunnels reveals remains of ancient Jerusalem,travel,0,0.02900872565805912,0.02088952623307705,0.932,2,0.37650000000000006,2,1
35372,U85529,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.10972340404987335,0.06791083514690399,0.5555,2,N20025,"If Prince Harry Wasn't So Nice, Kate's Engagement Ring Could Have Been Meghan's",lifestyle,0,0.08337993174791336,0.09917933493852615,0.9302,5,0.37470000000000003,5,1
40404,U28649,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.09170122444629669,0.03488355875015259,0.5555,4,N57560,Kate Middleton Shows Off Motherly Side as She Bonds with Families at Opening of Children's Hospice,lifestyle,1,0.07846563309431076,0.05765487998723984,0.9281,5,0.37260000000000004,7,1
63519,U65731,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.08156893402338028,0.03638935461640358,0.5555,2,N13887,Fashion hits and misses from the 2019 Latin Grammy Awards,music,0,0.07077429443597794,0.04023251309990883,0.9167,3,0.36119999999999997,3,1
54447,U63570,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.09559926390647888,0.04485646262764931,0.5555,3,N496,Fashion hits and misses from the 2019 Country Music Association Awards,music,0,0.0756283774971962,0.05353863537311554,0.9123,4,0.3568,5,1
22579,U63570,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.09559926390647888,0.04485646262764931,0.5555,3,N496,Fashion hits and misses from the 2019 Country Music Association Awards,music,0,0.0756283774971962,0.05353863537311554,0.9123,3,0.3568,4,1
65313,U52450,N60550,Funny celeb pics for November 2019,entertainment,0,0.06401118636131287,0.030880892649292946,0.5038,3,N9621,These 30 Photos From the 2019 CMA Awards Will Make You Feel Like Part of the Show,music,0,0.05656574293971062,0.03585558384656906,0.8585,4,0.3547,5,1
32673,U79855,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.020395783707499504,0.005977552849799395,0.6124,2,N32986,This is the worst day to shop for Thanksgiving dinner,foodanddrink,0,0.017060423269867897,0.008570403791964054,0.9639,2,0.3514999999999999,2,1
66678,U92896,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.07746151834726334,0.032380782067775726,0.5555,2,N49285,"Pete Davidson, Kaia Gerber Are Dating, Trying to Stay 'Low Profile'",tv,0,0.05260146036744118,0.03461702913045883,0.9022,2,0.3467,2,1
18954,U7238,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.05749176815152168,0.01746135577559471,0.6124,3,N28716,Nurses face an epidemic of workplace violence,finance,0,0.03706825152039528,0.02308528497815132,0.9569,3,0.3444999999999999,4,1
65020,U7238,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.05749176815152168,0.01746135577559471,0.6124,2,N28716,Nurses face an epidemic of workplace violence,finance,0,0.03706825152039528,0.02308528497815132,0.9569,2,0.3444999999999999,2,1
8957,U69078,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.06899650394916534,0.024819260463118553,0.6124,6,N28987,"In this depressing   and all-too-common   scenario, you may need to sock away 44% of your income for retirement",finance,0,0.059252627193927765,0.03656630218029022,0.9536,2,0.34119999999999995,6,1
5549,U54273,N39456,Report: Ben Cherington accepts Pirates GM position,sports,0,0.12868152558803558,0.056519925594329834,0.6401,3,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.11686208099126816,0.06601106375455856,0.979,3,0.3389,4,1
3344,U17197,N51287,19 hysterical winners from this year's Comedy Wildlife Photography Awards,lifestyle,0,0.10814382880926132,0.023841841146349907,0.5679,19,N23805,Carrie Underwood rocks CMAs and several gorgeous outfits as host,lifestyle,0,0.06969526410102844,0.049990102648735046,0.8968,6,0.3289000000000001,23,1
56712,U7953,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.10894317924976349,0.05426054447889328,0.5555,2,N31141,Pittsburgh Steelers quarterback Mason Rudolph on 'TNF' incident: 'I thought it was pretty cowardly',sports,1,0.05966070294380188,0.05557883158326149,0.8828,8,0.32730000000000004,8,1
62372,U86925,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.18313808739185333,0.0486452691257,0.5555,4,N31141,Pittsburgh Steelers quarterback Mason Rudolph on 'TNF' incident: 'I thought it was pretty cowardly',sports,0,0.12053404003381729,0.0804663673043251,0.8828,5,0.32730000000000004,7,1
65792,U39368,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.08489301800727844,0.04309818148612976,0.5555,2,N31141,Pittsburgh Steelers quarterback Mason Rudolph on 'TNF' incident: 'I thought it was pretty cowardly',sports,1,0.06650204956531525,0.043356187641620636,0.8828,4,0.32730000000000004,4,1
14016,U20152,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.0947083979845047,0.0475916862487793,0.5555,2,N31141,Pittsburgh Steelers quarterback Mason Rudolph on 'TNF' incident: 'I thought it was pretty cowardly',sports,0,0.060801196843385696,0.05167553201317787,0.8828,2,0.32730000000000004,2,1
23839,U72901,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.09941886365413666,0.052417341619729996,0.5555,2,N31141,Pittsburgh Steelers quarterback Mason Rudolph on 'TNF' incident: 'I thought it was pretty cowardly',sports,0,0.08437147736549377,0.07272860407829285,0.8828,2,0.32730000000000004,2,1
25091,U63228,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.04628799483180046,0.013128126040101051,0.6124,4,N7993,US teacher killed in Dominican Republic had dream to retire there: Family,news,1,0.02530447207391262,0.023426586762070656,0.9389,6,0.3264999999999999,8,1
11278,U87643,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,1,0.050273023545742035,0.015017181634902954,0.6124,3,N15678,Gospel Singer Tamela Mann Lost 40 Pounds by Overhauling Her Lifestyle,health,0,0.026170386001467705,0.021763509139418602,0.9381,3,0.3257,4,1
9423,U33090,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.05226296931505203,0.01526057068258524,0.6124,4,N53572,"Taylor Swift Rep Hits Back at Big Machine, Claims She's Actually Owed $7.9 Million in Unpaid Royalties",music,0,0.040032658725976944,0.02652224898338318,0.9323,3,0.31989999999999996,5,1
8315,U43319,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.06979207694530487,0.022593623027205467,0.6124,2,N53572,"Taylor Swift Rep Hits Back at Big Machine, Claims She's Actually Owed $7.9 Million in Unpaid Royalties",music,0,0.05651841685175896,0.024007488042116165,0.9323,3,0.31989999999999996,3,1
47571,U79776,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.04834688827395439,0.010031762532889843,0.6124,11,N1952,Maze of tunnels reveals remains of ancient Jerusalem,travel,0,0.042362913489341736,0.025064123794436455,0.932,3,0.3196,12,1
31007,U2796,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.07312570512294769,0.039421163499355316,0.5555,2,N58656,'Charlie's Angels' stars: Where are they now?,movies,0,0.0635940209031105,0.050369709730148315,0.8552,2,0.29969999999999997,2,1
58599,U40813,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.07154221832752228,0.035586170852184296,0.5555,2,N58656,'Charlie's Angels' stars: Where are they now?,movies,0,0.06220623850822449,0.041662152856588364,0.8552,2,0.29969999999999997,2,1
11692,U35946,N12320,The Coolest Way to See NYC Is in a Vintage Car From the Roaring '20s on This Midtown Tour,travel,0,0.05267653241753578,0.01560894213616848,0.5368,7,N33397,5 arrested in connection with deadly shooting at Airbnb Halloween party,news,0,0.051225095987319946,0.02452952042222023,0.8293,2,0.2925,7,1
13501,U33090,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.05226296931505203,0.01526057068258524,0.6124,3,N27737,Mo'Nique Files Race and Sex Discrimination Suit Against Netflix,tv,0,0.04640626534819603,0.021157024428248405,0.9019,2,0.2895,3,1
27137,U80377,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.06929121166467667,0.022286346182227135,0.6124,7,N6400,"Former North Carolina State, NBA player Anthony Grundy dies in stabbing, police say",sports,0,0.044464871287345886,0.0343124121427536,0.8944,6,0.2819999999999999,11,1
17578,U77177,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,1,0.09216942638158798,0.026456769555807114,0.6124,5,N6400,"Former North Carolina State, NBA player Anthony Grundy dies in stabbing, police say",sports,0,0.05273273214697838,0.033091384917497635,0.8944,5,0.2819999999999999,8,1
49568,U65378,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.05340271443128586,0.014554996974766254,0.6124,6,N6400,"Former North Carolina State, NBA player Anthony Grundy dies in stabbing, police say",sports,0,0.03088364191353321,0.024911396205425262,0.8944,4,0.2819999999999999,8,1
52136,U38727,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.08116672933101654,0.0269231628626585,0.6124,6,N6400,"Former North Carolina State, NBA player Anthony Grundy dies in stabbing, police say",sports,0,0.07684897631406784,0.07049913704395294,0.8944,2,0.2819999999999999,6,1
59614,U59858,N39456,Report: Ben Cherington accepts Pirates GM position,sports,0,0.11265471577644348,0.06803024560213089,0.6401,2,N5949,"Myles Garrett, helmet a 'weapon,' banned for rest of season",sports,0,0.10365056991577148,0.0931461825966835,0.9207,2,0.28059999999999996,2,1
14335,U65325,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.05366041511297226,0.029528548941016197,0.5555,2,N59933,Kate Middleton Took Public Transit to Her Royal Engagement Today,lifestyle,1,0.02534232661128044,0.029588380828499794,0.8334,6,0.27790000000000004,6,1
55575,U2453,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.0635349452495575,0.028644070029258728,0.5555,2,N59933,Kate Middleton Took Public Transit to Her Royal Engagement Today,lifestyle,0,0.037033408880233765,0.03050297126173973,0.8334,6,0.27790000000000004,6,1
50050,U70117,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.10265511274337769,0.042600229382514954,0.5555,2,N59933,Kate Middleton Took Public Transit to Her Royal Engagement Today,lifestyle,0,0.08109410852193832,0.05601309612393379,0.8334,2,0.27790000000000004,2,1
59477,U58809,N24963,"Here's what it's like to live at the top of the second-tallest apartment building in the world for less than $1,400 a month",finance,0,0.08020389080047607,0.014140469953417778,0.6972,4,N8400,These are the new cars that depreciate least,autos,0,0.055173106491565704,0.051085975021123886,0.9743,3,0.2771,5,1
69850,U2486,N56969,Meghan Markle's Lawyers Debunk Multiple False Tabloid Stories in New Court Documents,lifestyle,0,0.03933161869645119,0.014015917666256428,0.6124,3,N47383,"This is it, this is the luckiest break in the history of golf",sports,0,0.027253959327936172,0.020978378131985664,0.8787,3,0.2663,4,1
3104,U16251,N39456,Report: Ben Cherington accepts Pirates GM position,sports,0,0.08933033794164658,0.06160455197095871,0.6401,2,N58251,"Some believe Mason Rudolph, hit in head with his own helmet, isn't getting enough blame",sports,0,0.06992791593074799,0.08549720048904419,0.9041,3,0.264,3,1
65228,U89184,N39456,Report: Ben Cherington accepts Pirates GM position,sports,0,0.06642037630081177,0.042444564402103424,0.6401,2,N58251,"Some believe Mason Rudolph, hit in head with his own helmet, isn't getting enough blame",sports,0,0.04521816596388817,0.046736735850572586,0.9041,3,0.264,3,1
11646,U77238,N39456,Report: Ben Cherington accepts Pirates GM position,sports,0,0.03946120664477348,0.018959898501634598,0.6401,2,N27343,"20 Ways You're Not Prepping Your Home for Winter, According to Experts",lifestyle,0,0.0368238165974617,0.021520167589187622,0.8976,3,0.25749999999999995,3,1
25172,U5306,N40982,11 Regional Thanksgiving Recipes That Food Bloggers Swear By,foodanddrink,0,0.19372771680355072,0.03839893639087677,0.7235,4,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.14130635559558868,0.04650713503360748,0.979,4,0.25549999999999995,6,1
32341,U46102,N40982,11 Regional Thanksgiving Recipes That Food Bloggers Swear By,foodanddrink,0,0.14984707534313202,0.0472869910299778,0.7235,3,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.12280082702636719,0.0589321106672287,0.979,3,0.25549999999999995,4,1
15836,U93090,N25064,Excited puppy totally loses it when owner arrives home,video,0,0.229218989610672,0.05414076894521713,0.7262,5,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.22362665832042694,0.11881905049085617,0.979,2,0.2528,5,1
16504,U5237,N25064,Excited puppy totally loses it when owner arrives home,video,0,0.27319496870040894,0.06003889814019203,0.7262,4,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.1678639054298401,0.08498384058475494,0.979,2,0.2528,4,1
30545,U32918,N25064,Excited puppy totally loses it when owner arrives home,video,0,0.315570592880249,0.08462528884410858,0.7262,3,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.16327209770679474,0.10809089988470078,0.979,2,0.2528,3,1
65942,U75861,N25064,Excited puppy totally loses it when owner arrives home,video,0,0.3182763159275055,0.07769648730754852,0.7262,2,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.1305394172668457,0.078501857817173,0.979,2,0.2528,2,1
21026,U85147,N13981,Just Try Not Going Back for Seconds of This Over-the-Top Cabbage Gratin,foodanddrink,0,0.15191112458705902,0.037049006670713425,0.6373,2,N49554,How to Make Buttermilk At Home With Just 2 Ingredients,foodanddrink,0,0.07611554116010666,0.04560617730021477,0.8896,4,0.25229999999999997,4,1
7167,U845,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.0778314620256424,0.04703492671251297,0.7281,2,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.05014611408114433,0.052105195820331573,0.979,5,0.2509,5,1
36964,U684,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.14375701546669006,0.05476156994700432,0.7281,3,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.10831592977046967,0.05859034135937691,0.979,3,0.2509,4,1
48022,U23428,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.11251736432313919,0.0406729131937027,0.7281,3,N30290,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,foodanddrink,0,0.10578940063714981,0.05868200212717056,0.979,2,0.2509,3,1
56720,U86062,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.06212776526808739,0.016985222697257996,0.7281,5,N2659,The stock market warning that everyone is overlooking,finance,0,0.0277478639036417,0.036105211824178696,0.9784,6,0.2503000000000001,9,1
60876,U54304,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.0679350420832634,0.02722102776169777,0.7281,3,N2659,The stock market warning that everyone is overlooking,finance,0,0.04421799257397652,0.03341301903128624,0.9784,5,0.2503000000000001,6,1
22407,U17740,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.17918629944324493,0.06915409117937088,0.7281,3,N7618,Ford v Ferrari: the real story,autos,0,0.1375092715024948,0.08078034222126007,0.9722,5,0.24409999999999998,6,1
16470,U36005,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.1408809870481491,0.06091301515698433,0.7281,3,N7618,Ford v Ferrari: the real story,autos,1,0.11280252039432526,0.07375208288431168,0.9722,3,0.24409999999999998,4,1
46876,U29218,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.14634743332862854,0.045899488031864166,0.7281,3,N7618,Ford v Ferrari: the real story,autos,1,0.11623536795377731,0.0555485263466835,0.9722,3,0.24409999999999998,4,1
20718,U59128,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.21207572519779205,0.12388233095407486,0.7281,2,N7618,Ford v Ferrari: the real story,autos,0,0.17721186578273773,0.12641744315624237,0.9722,3,0.24409999999999998,3,1
41093,U55107,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.08444531261920929,0.04663441330194473,0.5555,2,N42844,Survivor Contestants Missy Byrd and Elizabeth Beisel Apologize For Their Actions,tv,0,0.07484021782875061,0.04958472028374672,0.7996,3,0.24409999999999998,3,1
69947,U43411,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.0906568169593811,0.05012425780296326,0.5555,2,N42844,Survivor Contestants Missy Byrd and Elizabeth Beisel Apologize For Their Actions,tv,0,0.07503091543912888,0.055671174079179764,0.7996,3,0.24409999999999998,3,1
11764,U43350,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.08662686496973038,0.03389444947242737,0.7281,2,N7618,Ford v Ferrari: the real story,autos,0,0.07563864439725876,0.037619881331920624,0.9722,2,0.24409999999999998,2,1
